"","REF_DATE","GEO","Violations","Statistics","VALUE","UOM"
"263",1998,"Prince Edward Island","Total production - Cannabis Act","Rate per 100,000 population",NA,"Rate"
"264",1998,"Prince Edward Island","Total production - Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",NA,"Percent"
"265",1998,"Prince Edward Island","Total other Federal Statutes","Actual incidents",124,"Number"
"266",1998,"Prince Edward Island","Total other Federal Statutes","Rate per 100,000 population",91.3,"Rate"
"267",1998,"Prince Edward Island","Total other Federal Statutes","Percentage contribution to the Crime Severity Index (CSI)",0.19,"Percent"
"268",1998,"Prince Edward Island","Total Immigration and Refugee Protection Act","Actual incidents",0,"Number"
"269",1998,"Prince Edward Island","Total Immigration and Refugee Protection Act","Rate per 100,000 population",0,"Rate"
"270",1998,"Prince Edward Island","Total Immigration and Refugee Protection Act","Percentage contribution to the Crime Severity Index (CSI)",0,"Percent"
"271",1998,"Nova Scotia","Total, all violations","Actual incidents",82469,"Number"
"272",1998,"Nova Scotia","Total, all violations","Rate per 100,000 population",8849.49,"Rate"
"273",1998,"Nova Scotia","Total, all violations","Percentage contribution to the Crime Severity Index (CSI)",100,"Percent"
"274",1998,"Nova Scotia","Total, all Criminal Code violations (including traffic)","Actual incidents",79785,"Number"
"275",1998,"Nova Scotia","Total, all Criminal Code violations (including traffic)","Rate per 100,000 population",8561.48,"Rate"
"276",1998,"Nova Scotia","Total, all Criminal Code violations (including traffic)","Percentage contribution to the Crime Severity Index (CSI)",98.63,"Percent"
"277",1998,"Nova Scotia","Total, all Criminal Code violations (excluding traffic)","Actual incidents",76447,"Number"
"278",1998,"Nova Scotia","Total, all Criminal Code violations (excluding traffic)","Rate per 100,000 population",8203.29,"Rate"
"279",1998,"Nova Scotia","Total, all Criminal Code violations (excluding traffic)","Percentage contribution to the Crime Severity Index (CSI)",97.18,"Percent"
"280",1998,"Nova Scotia","Total violent Criminal Code violations","Actual incidents",14460,"Number"
"281",1998,"Nova Scotia","Total violent Criminal Code violations","Rate per 100,000 population",1551.66,"Rate"
"282",1998,"Nova Scotia","Total violent Criminal Code violations","Percentage contribution to the Crime Severity Index (CSI)",22.38,"Percent"
"283",1998,"Nova Scotia","Total other violations causing death","Actual incidents",4,"Number"
"284",1998,"Nova Scotia","Total other violations causing death","Rate per 100,000 population",0.43,"Rate"
"285",1998,"Nova Scotia","Total other violations causing death","Percentage contribution to the Crime Severity Index (CSI)",0.05,"Percent"
"286",1998,"Nova Scotia","Total sexual violations against children","Actual incidents",0,"Number"
"287",1998,"Nova Scotia","Total sexual violations against children","Rate per 100,000 population",0,"Rate"
"288",1998,"Nova Scotia","Total sexual violations against children","Percentage contribution to the Crime Severity Index (CSI)",0,"Percent"
"289",1998,"Nova Scotia","Total assaults against a peace officer","Actual incidents",134,"Number"
"290",1998,"Nova Scotia","Total assaults against a peace officer","Rate per 100,000 population",14.38,"Rate"
"291",1998,"Nova Scotia","Total assaults against a peace officer","Percentage contribution to the Crime Severity Index (CSI)",0.1,"Percent"
"292",1998,"Nova Scotia","Total other assaults","Actual incidents",237,"Number"
"293",1998,"Nova Scotia","Total other assaults","Rate per 100,000 population",25.43,"Rate"
"294",1998,"Nova Scotia","Total other assaults","Percentage contribution to the Crime Severity Index (CSI)",0.62,"Percent"
"295",1998,"Nova Scotia","Total firearms, use of, discharge, pointing","Actual incidents",17,"Number"
"296",1998,"Nova Scotia","Total firearms, use of, discharge, pointing","Rate per 100,000 population",1.82,"Rate"
"297",1998,"Nova Scotia","Total firearms, use of, discharge, pointing","Percentage contribution to the Crime Severity Index (CSI)",0.14,"Percent"
"298",1998,"Nova Scotia","Total robbery","Actual incidents",515,"Number"
"299",1998,"Nova Scotia","Total robbery","Rate per 100,000 population",55.26,"Rate"
"300",1998,"Nova Scotia","Total robbery","Percentage contribution to the Crime Severity Index (CSI)",5.49,"Percent"
"301",1998,"Nova Scotia","Total forcible confinement or kidnapping","Actual incidents",11,"Number"
"302",1998,"Nova Scotia","Total forcible confinement or kidnapping","Rate per 100,000 population",1.18,"Rate"
"303",1998,"Nova Scotia","Total forcible confinement or kidnapping","Percentage contribution to the Crime Severity Index (CSI)",0.1,"Percent"
"304",1998,"Nova Scotia","Total abduction","Actual incidents",15,"Number"
"305",1998,"Nova Scotia","Total abduction","Rate per 100,000 population",1.61,"Rate"
"306",1998,"Nova Scotia","Total abduction","Percentage contribution to the Crime Severity Index (CSI)",0.02,"Percent"
"307",1998,"Nova Scotia","Total offences in relation to sexual services","Actual incidents",NA,"Number"
"308",1998,"Nova Scotia","Total offences in relation to sexual services","Rate per 100,000 population",NA,"Rate"
"309",1998,"Nova Scotia","Total offences in relation to sexual services","Percentage contribution to the Crime Severity Index (CSI)",NA,"Percent"
"310",1998,"Nova Scotia","Total other violent violations","Actual incidents",110,"Number"
"311",1998,"Nova Scotia","Total other violent violations","Rate per 100,000 population",11.8,"Rate"
"312",1998,"Nova Scotia","Total other violent violations","Percentage contribution to the Crime Severity Index (CSI)",0.5,"Percent"
"313",1998,"Nova Scotia","Total property crime violations","Actual incidents",50328,"Number"
"314",1998,"Nova Scotia","Total property crime violations","Rate per 100,000 population",5400.54,"Rate"
"315",1998,"Nova Scotia","Total property crime violations","Percentage contribution to the Crime Severity Index (CSI)",66.47,"Percent"
"316",1998,"Nova Scotia","Total breaking and entering","Actual incidents",9118,"Number"
"317",1998,"Nova Scotia","Total breaking and entering","Rate per 100,000 population",978.42,"Rate"
"318",1998,"Nova Scotia","Total breaking and entering","Percentage contribution to the Crime Severity Index (CSI)",31.17,"Percent"
"319",1998,"Nova Scotia","Total possession of stolen property","Actual incidents",396,"Number"
"320",1998,"Nova Scotia","Total possession of stolen property","Rate per 100,000 population",42.49,"Rate"
"321",1998,"Nova Scotia","Total possession of stolen property","Percentage contribution to the Crime Severity Index (CSI)",0.56,"Percent"
"322",1998,"Nova Scotia","Total trafficking in stolen property","Actual incidents",0,"Number"
"323",1998,"Nova Scotia","Total trafficking in stolen property","Rate per 100,000 population",0,"Rate"
"324",1998,"Nova Scotia","Total trafficking in stolen property","Percentage contribution to the Crime Severity Index (CSI)",0,"Percent"
"325",1998,"Nova Scotia","Total theft of motor vehicle","Actual incidents",2816,"Number"
"326",1998,"Nova Scotia","Total theft of motor vehicle","Rate per 100,000 population",302.18,"Rate"
"327",1998,"Nova Scotia","Total theft of motor vehicle","Percentage contribution to the Crime Severity Index (CSI)",4.35,"Percent"
"328",1998,"Nova Scotia","Total theft over $5,000 (non-motor vehicle)","Actual incidents",433,"Number"
"329",1998,"Nova Scotia","Total theft over $5,000 (non-motor vehicle)","Rate per 100,000 population",46.46,"Rate"
"330",1998,"Nova Scotia","Total theft over $5,000 (non-motor vehicle)","Percentage contribution to the Crime Severity Index (CSI)",1.1,"Percent"
"331",1998,"Nova Scotia","Total theft under $5,000 (non-motor vehicle)","Actual incidents",21788,"Number"
"332",1998,"Nova Scotia","Total theft under $5,000 (non-motor vehicle)","Rate per 100,000 population",2338,"Rate"
"333",1998,"Nova Scotia","Total theft under $5,000 (non-motor vehicle)","Percentage contribution to the Crime Severity Index (CSI)",14.9,"Percent"
"334",1998,"Nova Scotia","Total mischief","Actual incidents",11942,"Number"
"335",1998,"Nova Scotia","Total mischief","Rate per 100,000 population",1281.46,"Rate"
"336",1998,"Nova Scotia","Total mischief","Percentage contribution to the Crime Severity Index (CSI)",6.49,"Percent"
"337",1998,"Nova Scotia","Total other Criminal Code violations","Actual incidents",11659,"Number"
"338",1998,"Nova Scotia","Total other Criminal Code violations","Rate per 100,000 population",1251.09,"Rate"
"339",1998,"Nova Scotia","Total other Criminal Code violations","Percentage contribution to the Crime Severity Index (CSI)",8.33,"Percent"
"340",1998,"Nova Scotia","Total weapons violations","Actual incidents",477,"Number"
"341",1998,"Nova Scotia","Total weapons violations","Rate per 100,000 population",51.19,"Rate"
"342",1998,"Nova Scotia","Total weapons violations","Percentage contribution to the Crime Severity Index (CSI)",0.6,"Percent"
"343",1998,"Nova Scotia","Total prostitution","Actual incidents",186,"Number"
"344",1998,"Nova Scotia","Total prostitution","Rate per 100,000 population",19.96,"Rate"
"345",1998,"Nova Scotia","Total prostitution","Percentage contribution to the Crime Severity Index (CSI)",0.05,"Percent"
"346",1998,"Nova Scotia","Total administration of justice violations","Actual incidents",4787,"Number"
"347",1998,"Nova Scotia","Total administration of justice violations","Rate per 100,000 population",513.68,"Rate"
"348",1998,"Nova Scotia","Total administration of justice violations","Percentage contribution to the Crime Severity Index (CSI)",2.92,"Percent"
"349",1998,"Nova Scotia","Total other violations","Actual incidents",3093,"Number"
"350",1998,"Nova Scotia","Total other violations","Rate per 100,000 population",331.9,"Rate"
"351",1998,"Nova Scotia","Total other violations","Percentage contribution to the Crime Severity Index (CSI)",4.23,"Percent"
"352",1998,"Nova Scotia","Total Criminal Code traffic violations","Actual incidents",3338,"Number"
"353",1998,"Nova Scotia","Total Criminal Code traffic violations","Rate per 100,000 population",358.19,"Rate"
"354",1998,"Nova Scotia","Total Criminal Code traffic violations","Percentage contribution to the Crime Severity Index (CSI)",1.45,"Percent"
"355",1998,"Nova Scotia","Total impaired driving","Actual incidents",2892,"Number"
"356",1998,"Nova Scotia","Total impaired driving","Rate per 100,000 population",310.33,"Rate"
"357",1998,"Nova Scotia","Total impaired driving","Percentage contribution to the Crime Severity Index (CSI)",0.87,"Percent"
"358",1998,"Nova Scotia","Total other Criminal Code traffic violations","Actual incidents",446,"Number"
"359",1998,"Nova Scotia","Total other Criminal Code traffic violations","Rate per 100,000 population",47.86,"Rate"
"360",1998,"Nova Scotia","Total other Criminal Code traffic violations","Percentage contribution to the Crime Severity Index (CSI)",0.58,"Percent"
"361",1998,"Nova Scotia","Total fail to stop or remain","Actual incidents",104,"Number"
"362",1998,"Nova Scotia","Total fail to stop or remain","Rate per 100,000 population",11.16,"Rate"
"363",1998,"Nova Scotia","Total fail to stop or remain","Percentage contribution to the Crime Severity Index (CSI)",0.12,"Percent"
"364",1998,"Nova Scotia","Total Federal Statute violations","Actual incidents",2684,"Number"
"365",1998,"Nova Scotia","Total Federal Statute violations","Rate per 100,000 population",288.01,"Rate"
"366",1998,"Nova Scotia","Total Federal Statute violations","Percentage contribution to the Crime Severity Index (CSI)",1.37,"Percent"
"367",1998,"Nova Scotia","Total drug violations","Actual incidents",2030,"Number"
"368",1998,"Nova Scotia","Total drug violations","Rate per 100,000 population",217.83,"Rate"
"369",1998,"Nova Scotia","Total drug violations","Percentage contribution to the Crime Severity Index (CSI)",1.08,"Percent"
"370",1998,"Nova Scotia","Total, possession, other Controlled Drugs and Substances Act drugs","Actual incidents",96,"Number"
"371",1998,"Nova Scotia","Total, possession, other Controlled Drugs and Substances Act drugs","Rate per 100,000 population",10.3,"Rate"
"372",1998,"Nova Scotia","Total, possession, other Controlled Drugs and Substances Act drugs","Percentage contribution to the Crime Severity Index (CSI)",0.02,"Percent"
