"","REF_DATE","GEO","Income source","Statistics","UOM","SCALAR_FACTOR","VALUE"
"292",1998,"New Brunswick","Total income","Average income (excluding zeros)","2021 constant dollars","units",34125
"293",1998,"New Brunswick","Total income","Median income (excluding zeros)","2021 constant dollars","units",27475
"294",1998,"New Brunswick","Total income","Number of persons","Number","thousands",125.458333333333
"295",1998,"New Brunswick","Total income","Number with income","Number","thousands",120.333333333333
"296",1998,"New Brunswick","Wages, salaries and commissions","Aggregate income","2021 constant dollars","millions",3379.85714285714
"297",1998,"New Brunswick","Wages, salaries and commissions","Average income (excluding zeros)","2021 constant dollars","units",35457.1428571429
"298",1998,"New Brunswick","Wages, salaries and commissions","Median income (excluding zeros)","2021 constant dollars","units",29861.9047619048
"299",1998,"New Brunswick","Wages, salaries and commissions","Number of persons","Number","thousands",125.458333333333
"300",1998,"New Brunswick","Wages, salaries and commissions","Number with income","Number","thousands",86.3214285714286
"301",1998,"Newfoundland and Labrador","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Aggregate income","2021 constant dollars","millions",176.044444444444
"302",1998,"Newfoundland and Labrador","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Average income (excluding zeros)","2021 constant dollars","units",7651.66666666667
"303",1998,"Newfoundland and Labrador","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Median income (excluding zeros)","2021 constant dollars","units",7885.55555555556
"304",1998,"Newfoundland and Labrador","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number of persons","Number","thousands",91.25
"305",1998,"Newfoundland and Labrador","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number with income","Number","thousands",23.7333333333333
"306",1998,"Newfoundland and Labrador","Child benefits","Aggregate income","2021 constant dollars","millions",80.0833333333333
"307",1998,"Newfoundland and Labrador","Child benefits","Average income (excluding zeros)","2021 constant dollars","units",2358.33333333333
"308",1998,"Newfoundland and Labrador","Child benefits","Median income (excluding zeros)","2021 constant dollars","units",2025
"309",1998,"Newfoundland and Labrador","Child benefits","Number of persons","Number","thousands",91.25
"310",1998,"Newfoundland and Labrador","Child benefits","Number with income","Number","thousands",33.4166666666667
"311",1998,"Newfoundland and Labrador","Employment Insurance (EI) benefits","Aggregate income","2021 constant dollars","millions",248.111111111111
"312",1998,"Newfoundland and Labrador","Employment Insurance (EI) benefits","Average income (excluding zeros)","2021 constant dollars","units",8626.98412698413
"313",1998,"Newfoundland and Labrador","Employment Insurance (EI) benefits","Median income (excluding zeros)","2021 constant dollars","units",7390.47619047619
"314",1998,"Newfoundland and Labrador","Employment Insurance (EI) benefits","Number of persons","Number","thousands",91.25
"315",1998,"Newfoundland and Labrador","Employment Insurance (EI) benefits","Number with income","Number","thousands",27.7380952380952
"316",1998,"Newfoundland and Labrador","Employment income","Aggregate income","2021 constant dollars","millions",2226.90476190476
"317",1998,"Newfoundland and Labrador","Employment income","Average income (excluding zeros)","2021 constant dollars","units",30566.6666666667
"318",1998,"Newfoundland and Labrador","Employment income","Median income (excluding zeros)","2021 constant dollars","units",23304.7619047619
"319",1998,"Newfoundland and Labrador","Employment income","Number of persons","Number","thousands",91.25
"320",1998,"Newfoundland and Labrador","Employment income","Number with income","Number","thousands",68.1428571428571
"321",1998,"Newfoundland and Labrador","Government transfers","Aggregate income","2021 constant dollars","millions",589.5
"322",1998,"Newfoundland and Labrador","Government transfers","Average income (excluding zeros)","2021 constant dollars","units",8833.33333333333
"323",1998,"Newfoundland and Labrador","Government transfers","Median income (excluding zeros)","2021 constant dollars","units",8285.71428571429
"324",1998,"Newfoundland and Labrador","Government transfers","Number of persons","Number","thousands",91.25
"325",1998,"Newfoundland and Labrador","Government transfers","Number with income","Number","thousands",67
"326",1998,"Newfoundland and Labrador","Investment income","Aggregate income","2021 constant dollars","millions",31.6666666666667
"327",1998,"Newfoundland and Labrador","Investment income","Average income (excluding zeros)","2021 constant dollars","units",1766.66666666667
"328",1998,"Newfoundland and Labrador","Investment income","Median income (excluding zeros)","2021 constant dollars","units",306.666666666667
"329",1998,"Newfoundland and Labrador","Investment income","Number of persons","Number","thousands",91.25
"330",1998,"Newfoundland and Labrador","Investment income","Number with income","Number","thousands",18.1428571428571
"331",1998,"Newfoundland and Labrador","Market income","Aggregate income","2021 constant dollars","millions",2168.95833333333
"332",1998,"Newfoundland and Labrador","Market income","Average income (excluding zeros)","2021 constant dollars","units",28687.5
"333",1998,"Newfoundland and Labrador","Market income","Median income (excluding zeros)","2021 constant dollars","units",22946.4285714286
"334",1998,"Newfoundland and Labrador","Market income","Number of persons","Number","thousands",91.25
"335",1998,"Newfoundland and Labrador","Market income","Number with income","Number","thousands",68.25
"336",1998,"Newfoundland and Labrador","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Aggregate income","2021 constant dollars","millions",325.222222222222
"337",1998,"Newfoundland and Labrador","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Average income (excluding zeros)","2021 constant dollars","units",9605.55555555555
"338",1998,"Newfoundland and Labrador","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Median income (excluding zeros)","2021 constant dollars","units",9650
"339",1998,"Newfoundland and Labrador","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number of persons","Number","thousands",91.25
"340",1998,"Newfoundland and Labrador","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number with income","Number","thousands",30.7777777777778
"341",1998,"Newfoundland and Labrador","Other government transfers","Aggregate income","2021 constant dollars","millions",55.0277777777778
"342",1998,"Newfoundland and Labrador","Other government transfers","Average income (excluding zeros)","2021 constant dollars","units",1313.69047619048
"343",1998,"Newfoundland and Labrador","Other government transfers","Median income (excluding zeros)","2021 constant dollars","units",537.5
"344",1998,"Newfoundland and Labrador","Other government transfers","Number of persons","Number","thousands",91.25
"345",1998,"Newfoundland and Labrador","Other government transfers","Number with income","Number","thousands",40.7083333333333
"346",1998,"Newfoundland and Labrador","Other income","Aggregate income","2021 constant dollars","millions",133.838095238095
"347",1998,"Newfoundland and Labrador","Other income","Average income (excluding zeros)","2021 constant dollars","units",8377.14285714286
"348",1998,"Newfoundland and Labrador","Other income","Median income (excluding zeros)","2021 constant dollars","units",4056.66666666667
"349",1998,"Newfoundland and Labrador","Other income","Number of persons","Number","thousands",91.25
"350",1998,"Newfoundland and Labrador","Other income","Number with income","Number","thousands",13.5904761904762
"351",1998,"Newfoundland and Labrador","Retirement income","Aggregate income","2021 constant dollars","millions",216.666666666667
"352",1998,"Newfoundland and Labrador","Retirement income","Average income (excluding zeros)","2021 constant dollars","units",16633.3333333333
"353",1998,"Newfoundland and Labrador","Retirement income","Median income (excluding zeros)","2021 constant dollars","units",13700
"354",1998,"Newfoundland and Labrador","Retirement income","Number of persons","Number","thousands",91.25
"355",1998,"Newfoundland and Labrador","Retirement income","Number with income","Number","thousands",13.4444444444444
"356",1998,"Newfoundland and Labrador","Self-employment income","Aggregate income","2021 constant dollars","millions",365.666666666667
"357",1998,"Newfoundland and Labrador","Self-employment income","Average income (excluding zeros)","2021 constant dollars","units",18350
"358",1998,"Newfoundland and Labrador","Self-employment income","Median income (excluding zeros)","2021 constant dollars","units",13363.8888888889
"359",1998,"Newfoundland and Labrador","Self-employment income","Number of persons","Number","thousands",91.25
"360",1998,"Newfoundland and Labrador","Self-employment income","Number with income","Number","thousands",11.5666666666667
"361",1998,"Newfoundland and Labrador","Social assistance","Aggregate income","2021 constant dollars","millions",100.419047619048
"362",1998,"Newfoundland and Labrador","Social assistance","Average income (excluding zeros)","2021 constant dollars","units",8715.2380952381
"363",1998,"Newfoundland and Labrador","Social assistance","Median income (excluding zeros)","2021 constant dollars","units",9478.57142857143
"364",1998,"Newfoundland and Labrador","Social assistance","Number of persons","Number","thousands",91.25
